,id,dealerName,roundCode,resultRaw,betTypeResult
98,536740,Sugar,59729354,"2,2,6","SMALL,EVEN,"
97,536741,Mazie,59729418,"1,4,4","SMALL,ODD,"
96,536742,Mazie,59729472,"1,3,6","SMALL,EVEN,"
95,536743,Mazie,59729526,"4,5,6","BIG,ODD,"
94,536744,Mazie,59729586,"4,4,6","BIG,EVEN,"
93,536745,Mazie,59729641,"1,3,6","SMALL,EVEN,"
92,536746,Mazie,59729703,"4,5,5","BIG,EVEN,"
91,536747,Mazie,59729760,"4,5,6","BIG,ODD,"
90,536748,Mazie,59729814,"3,3,6","BIG,EVEN,"
89,536749,Mazie,59729869,"1,6,6","BIG,ODD,"
88,536750,Mazie,59729926,"2,3,4","SMALL,ODD,"
87,536751,Mazie,59729983,"1,2,5","SMALL,EVEN,"
86,536752,Mazie,59730038,"2,3,6","BIG,ODD,"
85,536753,Mazie,59730096,"3,5,6","BIG,EVEN,"
84,536754,Mazie,59730153,"1,4,5","SMALL,EVEN,"
83,536755,Mazie,59730213,"1,3,6","SMALL,EVEN,"
82,536756,Mazie,59730273,"2,4,5","BIG,ODD,"
81,536757,Mazie,59730433,"1,2,6","SMALL,ODD,"
80,536758,Angela,59730495,"4,5,6","BIG,ODD,"
79,536759,Angela,59730549,"1,3,5","SMALL,ODD,"
78,536760,Angela,59730610,"1,5,6","BIG,EVEN,"
77,536761,Angela,59730667,"2,2,2","SMALL,EVEN,"
76,536762,Angela,59730722,"1,2,5","SMALL,EVEN,"
75,536763,Angela,59730780,"1,1,4","SMALL,EVEN,"
74,536764,Angela,59730836,"4,5,6","BIG,ODD,"
73,536765,Angela,59730886,"5,6,6","BIG,ODD,"
72,536766,Angela,59730943,"2,3,3","SMALL,EVEN,"
71,536767,Angela,59730990,"2,3,5","SMALL,EVEN,"
70,536768,Angela,59731050,"1,3,4","SMALL,EVEN,"
69,536769,Angela,59731103,"3,4,6","BIG,ODD,"
68,536770,Angela,59731159,"1,3,5","SMALL,ODD,"
67,536771,Angela,59731215,"1,5,6","BIG,EVEN,"
66,536772,Sugar,59731282,"1,3,5","SMALL,ODD,"
65,536773,Sugar,59731339,"5,6,6","BIG,ODD,"
64,536774,Sugar,59731398,"1,4,5","SMALL,EVEN,"
63,536775,Sugar,59731453,"3,4,5","BIG,EVEN,"
62,536776,Sugar,59731510,"2,3,4","SMALL,ODD,"
61,536777,Sugar,59731567,"1,5,6","BIG,EVEN,"
60,536778,Sugar,59731626,"2,3,4","SMALL,ODD,"
59,536779,Sugar,59731686,"1,1,3","SMALL,ODD,"
58,536780,Sugar,59731739,"3,4,5","BIG,EVEN,"
57,536781,Sugar,59731798,"5,6,6","BIG,ODD,"
56,536782,Sugar,59731852,"3,4,5","BIG,EVEN,"
55,536783,Sugar,59731912,"3,3,6","BIG,EVEN,"
54,536784,Sugar,59731970,"1,6,6","BIG,ODD,"
53,536785,Sugar,59732026,"4,6,6","BIG,EVEN,"
52,536786,Sugar,59732087,"1,3,3","SMALL,ODD,"
51,536787,Sugar,59732144,"4,4,5","BIG,ODD,"
50,536788,Sugar,59732197,"1,2,5","SMALL,EVEN,"
49,536789,Sugar,59732259,"1,3,3","SMALL,ODD,"
48,536790,Sugar,59732314,"3,4,6","BIG,ODD,"
47,536791,Sugar,59732372,"1,5,5","BIG,ODD,"
46,536792,Mazie,59732425,"1,5,6","BIG,EVEN,"
45,536793,Mazie,59732489,"3,5,6","BIG,EVEN,"
44,536794,Mazie,59732549,"1,1,6","SMALL,EVEN,"
43,536795,Mazie,59732608,"2,3,5","SMALL,EVEN,"
42,536796,Mazie,59732674,"2,3,6","BIG,ODD,"
41,536797,Mazie,59732736,"1,1,4","SMALL,EVEN,"
40,536798,Mazie,59732797,"2,4,5","BIG,ODD,"
39,536799,Mazie,59732854,"1,2,4","SMALL,ODD,"
38,536800,Mazie,59732911,"1,1,5","SMALL,ODD,"
37,536801,Mazie,59732967,"1,2,5","SMALL,EVEN,"
36,536802,Mazie,59733022,"3,3,5","BIG,ODD,"
35,536803,Mazie,59733084,"2,2,6","SMALL,EVEN,"
34,536804,Mazie,59733141,"3,3,5","BIG,ODD,"
33,536805,Mazie,59733199,"2,2,5","SMALL,ODD,"
32,536806,Mazie,59733252,"2,3,6","BIG,ODD,"
31,536807,Mazie,59733311,"3,5,5","BIG,ODD,"
30,536808,Mazie,59733370,"2,4,5","BIG,ODD,"
29,536809,Mazie,59733423,"2,4,6","BIG,EVEN,"
28,536810,Angela,59733482,"1,3,5","SMALL,ODD,"
27,536811,Angela,59733541,"3,4,5","BIG,EVEN,"
26,536812,Angela,59733593,"4,4,6","BIG,EVEN,"
25,536813,Angela,59733652,"1,4,6","BIG,ODD,"
24,536814,Angela,59733713,"2,5,6","BIG,ODD,"
23,536815,Angela,59733768,"2,3,5","SMALL,EVEN,"
22,536816,Angela,59733825,"2,5,6","BIG,ODD,"
21,536817,Angela,59733877,"2,4,4","SMALL,EVEN,"
20,536818,Angela,59733942,"3,4,5","BIG,EVEN,"
19,536819,Angela,59733998,"3,4,6","BIG,ODD,"
18,536820,Angela,59734051,"2,2,4","SMALL,EVEN,"
17,536821,Angela,59734109,"2,2,5","SMALL,ODD,"
16,536822,Angela,59734169,"3,4,6","BIG,ODD,"
15,536823,Angela,59734229,"2,4,6","BIG,EVEN,"
14,536824,Angela,59734293,"2,4,6","BIG,EVEN,"
13,536825,Angela,59734348,"1,2,2","SMALL,ODD,"
12,536826,Angela,59734403,"3,4,4","BIG,ODD,"
11,536827,Sugar,59734483,"3,5,6","BIG,EVEN,"
10,536828,Sugar,59734550,"1,2,6","SMALL,ODD,"
9,536829,Sugar,59734617,"3,4,4","BIG,ODD,"
8,536830,Sugar,59734679,"1,5,6","BIG,EVEN,"
7,536831,Sugar,59734745,"5,6,6","BIG,ODD,"
6,536832,Sugar,59734807,"1,3,3","SMALL,ODD,"
5,536833,Sugar,59734864,"2,4,5","BIG,ODD,"
4,536834,Sugar,59734928,"1,5,5","BIG,ODD,"
3,536835,Sugar,59734984,"1,2,6","SMALL,ODD,"
2,536836,Sugar,59735045,"2,2,3","SMALL,ODD,"
1,536837,Sugar,59735104,"2,6,6","BIG,EVEN,"
1,536838,Sugar,59735164,"4,6,6","BIG,EVEN,"
1,536839,Sugar,59735227,"1,3,5","SMALL,ODD,"
1,536840,Sugar,59735287,"1,4,5","SMALL,EVEN,"
1,536841,Sugar,59735344,"3,5,6","BIG,EVEN,"
1,536842,Sugar,59735408,"2,4,6","BIG,EVEN,"
1,536843,Sugar,59735465,"2,4,5","BIG,ODD,"
1,536844,Mazie,59735527,"4,5,5","BIG,EVEN,"
1,536845,Mazie,59735587,"2,4,6","BIG,EVEN,"
1,536846,Mazie,59735650,"1,2,6","SMALL,ODD,"
1,536847,Mazie,59735716,"1,2,4","SMALL,ODD,"
1,536848,Mazie,59735776,"2,4,5","BIG,ODD,"
1,536849,Mazie,59735833,"3,4,5","BIG,EVEN,"
1,536850,Mazie,59735891,"3,5,6","BIG,EVEN,"
1,536851,Mazie,59735953,"2,2,4","SMALL,EVEN,"
1,536852,Mazie,59736008,"1,1,5","SMALL,ODD,"
1,536853,Mazie,59736067,"1,2,2","SMALL,ODD,"
1,536854,Mazie,59736126,"2,4,5","BIG,ODD,"
1,536855,Mazie,59736189,"5,5,6","BIG,EVEN,"
1,536856,Mazie,59736245,"2,3,6","BIG,ODD,"
1,536857,Mazie,59736302,"4,5,6","BIG,ODD,"
1,536858,Mazie,59736363,"3,3,6","BIG,EVEN,"
1,536859,Mazie,59736424,"2,2,4","SMALL,EVEN,"
1,536860,Mazie,59736486,"1,4,6","BIG,ODD,"
1,536861,Angela,59736550,"1,3,6","SMALL,EVEN,"
1,536862,Angela,59736615,"2,3,4","SMALL,ODD,"
1,536863,Angela,59736671,"1,1,2","SMALL,EVEN,"
1,536864,Angela,59736727,"1,2,6","SMALL,ODD,"
1,536865,Angela,59736785,"2,2,3","SMALL,ODD,"
1,536866,Angela,59736840,"4,5,5","BIG,EVEN,"
1,536867,Angela,59736901,"2,3,6","BIG,ODD,"
1,536868,Angela,59736959,"2,5,6","BIG,ODD,"
1,536869,Angela,59737020,"3,4,6","BIG,ODD,"
1,536870,Angela,59737077,"4,5,5","BIG,EVEN,"
1,536871,Angela,59737130,"4,5,5","BIG,EVEN,"
1,536872,Angela,59737187,"1,5,6","BIG,EVEN,"
1,536873,Angela,59737253,"1,4,4","SMALL,ODD,"
1,536874,Angela,59737304,"1,1,5","SMALL,ODD,"
1,536875,Rivera,59737374,"4,4,6","BIG,EVEN,"
